File #,Box,Total,Location,API,Operator,Lease,Well #,Sec,Tw,TwD,Rg,RgD,Quarter,Latitude,Longitude,County,State,Formation,Field,Top,Bottom,Type,Box Type,Condition,Diameter,Restrictions,Comments,,
3909,23,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7556,7558,Whole,,,4,,,,
3909,24,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7558,7560,Whole,,,4,,,,
3909,25,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7560,7561,Whole,,,4,,,,
3909,26,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7561,7564,Whole,,,4,,,,
3909,27,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7564,7566,Whole,,,4,,,,
3909,28,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7566,7568,Whole,,,4,,,,
3909,29,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7568,7570,Whole,,,4,,,,
3909,30,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7570,7572,Whole,,,4,,,,
3909,31,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7572,7574,Whole,,,4,,,,
3909,32,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7574,7576,Whole,,,4,,,,
3909,33,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7576,7579,Whole,,,4,,,,
3909,34,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7579,7581,Whole,,,4,,,,
3909,35,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7581,7584,Whole,,,4,,,,
3909,36,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7584,7587,Whole,,,4,,,,
3909,37,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7587,7589,Whole,,,4,,,,
3909,38,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7589,7592,Whole,,,4,,,,
3909,39,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7592,7594,Whole,,,4,,,,
3909,40,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7594,7597,Whole,,,4,,,,
3909,41,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7597,7600,Whole,,,4,,,,
3909,42,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7600,7603,Whole,,,4,,,,
3909,43,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7603,7605,Whole,,,4,,,,
3909,44,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7605,7608,Whole,,,4,,,,
3909,45,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7608,7611,Whole,,,4,,,,
3909,46,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7611,7613,Whole,,,4,,,,
3909,47,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7613,7616,Whole,,,4,,,,
3909,48,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7616,7619,Whole,,,4,,,,
3909,49,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7619,7622,Whole,,,4,,,,
3909,50,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7622,7625,Whole,,,4,,,,
3909,51,51,,35073243450000,D L B,Richard,9-10,10,19,N,7,W,NESE,36.1367,97.92626,Kingfisher,OK,Hunton,Sooner Trend,7625,7627,Whole,,,4,,,,
3910,1,22,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Douglas,Hamburg North,8570,8572.8,Butt,,Fair,4,,,,
3910,2,22,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Douglas,Hamburg North,8572.8,8575.8,Butt,,Fair,4,,,,
3910,3,22,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Douglas,Hamburg North,8575.8,8578,Butt,,Fair,4,,,,
3910,4,22,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Douglas,Hamburg North,8578,8580.3,Butt,,Fair,4,,,,
3910,5,22,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Tonkawa,Hamburg North,8580.3,8583,Butt,,Fair,4,,,,
3910,6,22,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Tonkawa,Hamburg North,8583,8585.6,Butt,,Fair,4,,,,
3910,7,22,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Tonkawa,Hamburg North,8585.6,8588.5,Butt,,Fair,4,,,,
3910,8,22,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Tonkawa,Hamburg North,8588.5,8591.5,Butt,,Fair,4,,,,
3910,9,22,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Tonkawa,Hamburg North,8591.5,8594,Butt,,Fair,4,,,,
3910,10,22,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Tonkawa,Hamburg North,8594,8597.2,Butt,,Fair,4,,,,
3910,11,22,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Tonkawa,Hamburg North,8597.2,8600,Butt,,Fair,4,,,,
3910,12,22,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Tonkawa,Hamburg North,8600,8603,Butt,,Fair,4,,,,
3910,13,22,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Tonkawa,Hamburg North,8603,8605.8,Butt,,Fair,4,,,,
3910,14,22,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Tonkawa,Hamburg North,8605.8,8608.1,Butt,,Fair,4,,Natural fratures similar to a slab plane,,
3910,15,22,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Tonkawa,Hamburg North,8608.1,8611.1,Butt,,Fair,4,,Natural fratures similar to a slab plane,,
3910,16,22,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Tonkawa,Hamburg North,8611.1,8613.8,Butt,,Fair,4,,Natural fratures similar to a slab plane,,
3910,17,22,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Tonkawa,Hamburg North,8613.8,8616.6,Butt,,Fair,4,,Natural fratures similar to a slab plane,,
3910,18,22,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Tonkawa,Hamburg North,8616.6,8619.6,Butt,,Fair,4,,Natural fratures similar to a slab plane,,
3910,19,22,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Tonkawa,Hamburg North,8619.6,8622.2,Butt,,Fair,4,,Natural fratures similar to a slab plane,,
3910,20,22,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Tonkawa,Hamburg North,8622.2,8625.1,Butt,,Fair,4,,Natural fratures similar to a slab plane,,
3910,21,22,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Tonkawa,Hamburg North,8625.1,8628.1,Butt,,Fair,4,,Natural fratures similar to a slab plane,,
3910,22,22,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Tonkawa,Hamburg North,8628.1,8631,Butt,,Fair,4,,Natural fratures similar to a slab plane,,
3910A,1,7,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Douglas,Hamburg North,8570,8580,Slab,,Fair,4,,,,
3910A,2,7,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Tonkawa,Hamburg North,8580,8590,Slab,,Fair,4,,,,
3910A,3,7,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Tonkawa,Hamburg North,8590,8600,Slab,,Fair,4,,,,
3910A,4,7,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Tonkawa,Hamburg North,8600,8610,Slab,,Fair,4,,,,
3910A,5,7,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Tonkawa,Hamburg North,8610,8620,Slab,,Fair,4,,,,
3910A,6,7,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Tonkawa,Hamburg North,8620,8630,Slab,,Fair,4,,,,
3910A,7,7,,35129214960000,Mewbourne,Males,3-8,8,15,N,25,W,SWSW,35.7847,99.88711,Roger Mills,OK,Tonkawa,Hamburg North,8630,8631,Slab,,Fair,4,,,,
3911,1,27,,35071237390000,Wedgewood,Biddle-Burke,6,5,28,N,1,W,NESW,36.93101,97.32906,Kay,OK,Arbuckle,Braman,3318,3320.8,Whole,,,3.5,,,,
3911,2,27,,35071237390000,Wedgewood,Biddle-Burke,6,5,28,N,1,W,NESW,36.93101,97.32906,Kay,OK,Arbuckle,Braman,3320.8,3323.7,Whole,,,3.5,,,,
3911,3,27,,35071237390000,Wedgewood,Biddle-Burke,6,5,28,N,1,W,NESW,36.93101,97.32906,Kay,OK,Arbuckle,Braman,3323.7,3326.5,Whole,,,3.5,,,,
3911,4,27,,35071237390000,Wedgewood,Biddle-Burke,6,5,28,N,1,W,NESW,36.93101,97.32906,Kay,OK,Arbuckle,Braman,3326.5,3329.3,Whole,,,3.5,,,,
3911,5,27,,35071237390000,Wedgewood,Biddle-Burke,6,5,28,N,1,W,NESW,36.93101,97.32906,Kay,OK,Arbuckle,Braman,3329.3,3332.2,Whole,,,3.5,,,,
3911,6,27,,35071237390000,Wedgewood,Biddle-Burke,6,5,28,N,1,W,NESW,36.93101,97.32906,Kay,OK,Arbuckle,Braman,3332.2,3335.2,Whole,,,3.5,,,,
3911,7,27,,35071237390000,Wedgewood,Biddle-Burke,6,5,28,N,1,W,NESW,36.93101,97.32906,Kay,OK,Arbuckle,Braman,3335.2,3338.2,Whole,,,3.5,,,,
3911,8,27,,35071237390000,Wedgewood,Biddle-Burke,6,5,28,N,1,W,NESW,36.93101,97.32906,Kay,OK,Arbuckle,Braman,3338.2,3341,Whole,,,3.5,,,,
3911,9,27,,35071237390000,Wedgewood,Biddle-Burke,6,5,28,N,1,W,NESW,36.93101,97.32906,Kay,OK,Arbuckle,Braman,3341,3343.8,Whole,,,3.5,,,,
3911,10,27,,35071237390000,Wedgewood,Biddle-Burke,6,5,28,N,1,W,NESW,36.93101,97.32906,Kay,OK,Arbuckle,Braman,3343.8,3346.7,Whole,,,3.5,,,,
3911,11,27,,35071237390000,Wedgewood,Biddle-Burke,6,5,28,N,1,W,NESW,36.93101,97.32906,Kay,OK,Arbuckle,Braman,3346.7,3349.7,Whole,,,3.5,,,,
3911,12,27,,35071237390000,Wedgewood,Biddle-Burke,6,5,28,N,1,W,NESW,36.93101,97.32906,Kay,OK,Arbuckle,Braman,3349.7,3352.7,Whole,,,3.5,,,,
3911,13,27,,35071237390000,Wedgewood,Biddle-Burke,6,5,28,N,1,W,NESW,36.93101,97.32906,Kay,OK,Arbuckle,Braman,3352.7,3355.6,Whole,,,3.5,,,,
3911,14,27,,35071237390000,Wedgewood,Biddle-Burke,6,5,28,N,1,W,NESW,36.93101,97.32906,Kay,OK,Arbuckle,Braman,3355.6,3358.4,Whole,,,3.5,,,,
3911,15,27,,35071237390000,Wedgewood,Biddle-Burke,6,5,28,N,1,W,NESW,36.93101,97.32906,Kay,OK,Arbuckle,Braman,3358.4,3361.3,Whole,,,3.5,,,,
3911,16,27,,35071237390000,Wedgewood,Biddle-Burke,6,5,28,N,1,W,NESW,36.93101,97.32906,Kay,OK,Arbuckle,Braman,3361.3,3363.9,Whole,,,3.5,,,,
3911,17,27,,35071237390000,Wedgewood,Biddle-Burke,6,5,28,N,1,W,NESW,36.93101,97.32906,Kay,OK,Arbuckle,Braman,3363.9,3366.8,Whole,,,3.5,,,,
3911,18,27,,35071237390000,Wedgewood,Biddle-Burke,6,5,28,N,1,W,NESW,36.93101,97.32906,Kay,OK,Arbuckle,Braman,3366.8,3369.6,Whole,,,3.5,,,,
3911,19,27,,35071237390000,Wedgewood,Biddle-Burke,6,5,28,N,1,W,NESW,36.93101,97.32906,Kay,OK,Arbuckle,Braman,3369.6,3371,Whole,,,3.5,,,,
3911,20,27,,35071237390000,Wedgewood,Biddle-Burke,6,5,28,N,1,W,NESW,36.93101,97.32906,Kay,OK,Arbuckle,Braman,3379.5,3382.5,Whole,,,3.5,,,,
3911,21,27,,35071237390000,Wedgewood,Biddle-Burke,6,5,28,N,1,W,NESW,36.93101,97.32906,Kay,OK,Arbuckle,Braman,3382.5,3385.5,Whole,,,3.5,,,,
3911,22,27,,35071237390000,Wedgewood,Biddle-Burke,6,5,28,N,1,W,NESW,36.93101,97.32906,Kay,OK,Arbuckle,Braman,3385.5,3388,Whole,,,3.5,,,,
3911,23,27,,35071237390000,Wedgewood,Biddle-Burke,6,5,28,N,1,W,NESW,36.93101,97.32906,Kay,OK,Arbuckle,Braman,3388,3391,Whole,,,3.5,,,,
3911,24,27,,35071237390000,Wedgewood,Biddle-Burke,6,5,28,N,1,W,NESW,36.93101,97.32906,Kay,OK,Arbuckle,Braman,3391,3393.8,Whole,,,3.5,,,,
3911,25,27,,35071237390000,Wedgewood,Biddle-Burke,6,5,28,N,1,W,NESW,36.93101,97.32906,Kay,OK,Arbuckle,Braman,3393.8,3396.5,Whole,,,3.5,,,,
3911,26,27,,35071237390000,Wedgewood,Biddle-Burke,6,5,28,N,1,W,NESW,36.93101,97.32906,Kay,OK,Arbuckle,Braman,3396.5,3399.4,Whole,,,3.5,,,,
3911,27,27,,35071237390000,Wedgewood,Biddle-Burke,6,5,28,N,1,W,NESW,36.93101,97.32906,Kay,OK,Arbuckle,Braman,3399.4,3401,Whole,,,3.5,,,,
3912,14,,,35073243590000,D L B,S H W F Un,1,16,18,N,7,W,NWSW,36.03506,97.95973,Kingfisher,OK,Hunton,Sooner Trend,7903,7937,Whole,,,4,,,,
3913,1,8,,35103230830000,Thomas N Berry,Nelson,11,30,20,N,1,W,SWNE,36.18388,97.34363,Noble,OK,Woodford,Orlando,4955,4957.3,Whole,4x4 Butt Box,Good,4,Closed,Some Core is in Peel Seal,,
3913,2,8,,35103230830000,Thomas N Berry,Nelson,11,30,20,N,1,W,SWNE,36.18388,97.34363,Noble,OK,Woodford,Orlando,4957.3,4960,Whole,4x4 Butt Box,Good,4,Closed,Some Core is in Peel Seal,,
3913,3,8,,35103230830000,Thomas N Berry,Nelson,11,30,20,N,1,W,SWNE,36.18388,97.34363,Noble,OK,Woodford,Orlando,4960,4962.8,Whole,4x4 Butt Box,Good,4,Closed,Some Core is in Peel Seal,,
3913,4,8,,35103230830000,Thomas N Berry,Nelson,11,30,20,N,1,W,SWNE,36.18388,97.34363,Noble,OK,Misener,Orlando,4962.8,4965.8,Whole,4x4 Butt Box,Good,4,,Some Core is in Peel Seal,,
3913,5,8,,35103230830000,Thomas N Berry,Nelson,11,30,20,N,1,W,SWNE,36.18388,97.34363,Noble,OK,Misener,Orlando,4965.8,4968.3,Whole,4x4 Butt Box,Good,4,,Some Core is in Peel Seal,,
3913,6,8,,35103230830000,Thomas N Berry,Nelson,11,30,20,N,1,W,SWNE,36.18388,97.34363,Noble,OK,Misener,Orlando,4968.3,4971,Whole,4x4 Butt Box,Good,4,,Some Core is in Peel Seal,,
3913,7,8,,35103230830000,Thomas N Berry,Nelson,11,30,20,N,1,W,SWNE,36.18388,97.34363,Noble,OK,Misener,Orlando,4971,4973.7,Whole,4x4 Butt Box,Good,4,,Some Core is in Peel Seal,,
3913,8,8,,35103230830000,Thomas N Berry,Nelson,11,30,20,N,1,W,SWNE,36.18388,97.34363,Noble,OK,Misener,Orlando,4973.7,4975,Whole,4x4 Butt Box,Good,4,,Some Core is in Peel Seal,,
3914,1,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10164,10166.5,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,2,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10166.5,10169,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,3,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10169,10172,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,4,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10172,10175,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,5,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10175,10178,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,6,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10178,10181,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,7,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10181,10184,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,8,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10184,10187,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,9,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10187,10190,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,10,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10190,10193,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,11,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10193,10196,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,12,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10196,10199,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,13,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10199,10202,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,14,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10202,10205,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,15,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10205,10207,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,16,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10207,10210,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,17,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10210,10213,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,18,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10213,10215,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,19,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10215,10218,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,20,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10218,10221,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,21,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10221,10223,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,22,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10223,10226,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,23,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10226,10229,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,24,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10229,10232,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,25,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10232,10234,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,26,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10234,10237,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,27,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10237,10240,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,28,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10240,10243,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,29,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10243,10246,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,30,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10246,10249,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,31,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10249,10251,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,32,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10251,10254,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,33,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10254,10257,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,34,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10257,10260,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,35,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10260,10263,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,36,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10263,10266,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,37,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10266,10269,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,38,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10269,10272,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
3914,39,41,,35015216440000,Sanguine,Mcpherson,1-29,29,9,N,11,W,NENE,35.22977,98.3787,Caddo,OK,Marchand,Oney East,10272,10275,Butt,4x4 Butt Box,Good,4,,~20% of the core is in Peel Seal,,
