File #,Box,Total,Location,API,Operator,Lease,Well #,Sec,Tw,TwD,Rg,RgD,Quarter,Latitude,Longitude,County,State,Formation,Field,Top,Bottom,Type,Box Type,Condition,Diameter,Restrictions,Comments,,
3060A,21,29,,35123214040000,Cities Service,Harjo,4-B,17,5,N,8,E,SWSW,34.89892,96.48785,Pontotoc,OK,Cromwell,Allen District,2737,2746,Slab,,,3.5,,GOOD COND-9FT CAP.- FLAT BXS.,,
3060A,22,29,,35123214040000,Cities Service,Harjo,4-B,17,5,N,8,E,SWSW,34.89892,96.48785,Pontotoc,OK,Cromwell,Allen District,2746,2754,Slab,,,3.5,,GOOD COND-9FT CAP.- FLAT BXS.,,
3060A,23,29,,35123214040000,Cities Service,Harjo,4-B,17,5,N,8,E,SWSW,34.89892,96.48785,Pontotoc,OK,Cromwell,Allen District,2754,2762,Slab,,,3.5,,GOOD COND-9FT CAP.- FLAT BXS.,,
3060A,24,29,,35123214040000,Cities Service,Harjo,4-B,17,5,N,8,E,SWSW,34.89892,96.48785,Pontotoc,OK,Cromwell,Allen District,2762,2769,Slab,,,3.5,,GOOD COND-9FT CAP.- FLAT BXS.,,
3060A,25,29,,35123214040000,Cities Service,Harjo,4-B,17,5,N,8,E,SWSW,34.89892,96.48785,Pontotoc,OK,Cromwell,Allen District,2805,2815,Slab,,,3.5,,,,
3060A,26,29,,35123214040000,Cities Service,Harjo,4-B,17,5,N,8,E,SWSW,34.89892,96.48785,Pontotoc,OK,Cromwell,Allen District,2815,2827,Slab,,,3.5,,,,
3060A,27,29,,35123214040000,Cities Service,Harjo,4-B,17,5,N,8,E,SWSW,34.89892,96.48785,Pontotoc,OK,Cromwell,Allen District,2827,2836,Slab,,,3.5,,,,
3060A,28,29,,35123214040000,Cities Service,Harjo,4-B,17,5,N,8,E,SWSW,34.89892,96.48785,Pontotoc,OK,Cromwell,Allen District,2836,2845,Slab,,,3.5,,,,
3060A,29,29,,35123214040000,Cities Service,Harjo,4-B,17,5,N,8,E,SWSW,34.89892,96.48785,Pontotoc,OK,Cromwell,Allen District,2845,2854,Slab,,,3.5,,,,
3062,9,,,35123214030000,Cities Service,Mcelroy,2-B,17,5,N,8,E,SWSE,34.89904,96.47908,Pontotoc,OK,,Allen District,2116,2139,Whole,,,4,,,,
3063,2,,,35123300470000,Cities Service,Perry,32-W,19,5,N,8,E,NENE,34.89681,96.49066,Pontotoc,OK,Gilcrease,Allen District,2237,2241,Whole,,,3,,,,
3063,2,,,35123300470000,Cities Service,Perry,32-W,19,5,N,8,E,NENE,34.89681,96.49066,Pontotoc,OK,Gilcrease,Allen District,2295,2299,Whole,,,3,,,,
3063,1,,,35123300470000,Cities Service,Perry,32-W,19,5,N,8,E,NENE,34.89681,96.49066,Pontotoc,OK,Gilcrease,Allen District,2311,2313,Whole,,,3,,,,
3063,1,,,35123300470000,Cities Service,Perry,32-W,19,5,N,8,E,NENE,34.89681,96.49066,Pontotoc,OK,Wapanucka,Allen District,2487,2490,Whole,,,3,,,,
3063,4,,,35123300470000,Cities Service,Perry,32-W,19,5,N,8,E,NENE,34.89681,96.49066,Pontotoc,OK,Wapanucka,Allen District,2494,2518,Whole,,,3,,,,
3063,3,,,35123300470000,Cities Service,Perry,32-W,19,5,N,8,E,NENE,34.89681,96.49066,Pontotoc,OK,Cromwell,Allen District,2589,2606,Slab,,,3,,,,
3064,3,,,35123200610000,Cities Service,Perry,25,20,5,N,8,E,SENW,34.89297,96.48464,Pontotoc,OK,Gilcrease,Allen District,2347,2373,Whole,,,4,,,,
3065,1,,,35123302330000,Cities Service,Perry,26,19,5,N,8,E,SWNE,34.88977,96.49554,Pontotoc,OK,,Allen District,475,501,Whole,,,4,,,,
3066,3,,,35091205050000,Cities Service,Mckee,1-B,24,10,N,17,E,NWSW,35.32451,95.46599,Mcintosh,OK,Booch,Texanna Southwest,1241,1288,Slab,,,3.5,,SLABS, FLAT BXS., 9 ft. CAP.
3066,2,,,35091205050000,Cities Service,Mckee,1-B,24,10,N,17,E,NWSW,35.32451,95.46599,Mcintosh,OK,Booch,Texanna Southwest,1291,1351,Slab,,,3.5,,,,
3067,4,,,35123020660000,Cities Service,Perry,22,19,5,N,8,E,NENE,34.89456,96.49123,Pontotoc,OK,,Allen District,2812,2822,Whole,,,4,,,,
3067,7,,,35123020660000,Cities Service,Perry,22,19,5,N,8,E,NENE,34.89456,96.49123,Pontotoc,OK,,Allen District,2826,2847,Whole,,,4,,,,
3068,32,,,35039200180000,Barnes,Cecil Rounds,1,6,15,N,18,W,SWNE,35.80889,99.15116,Custer,OK,,Aledo,15320,15409,Butt,,,3.5,,This core needs to stay 3068/ 3-21-2022 ,,
A/C,,4,,35039200180000,Barnes,Cecil Rounds,1,6,15,N,18,W,,,,Custer,OK,,,15398,15409,Slab,,,,,This core is still in the Amoco Collection and needs to be labeled as 3068A/ 3-21-2022,,
3069,2,,,35139358900000,Cities Service,Dudgeon,1-B,30,5,N,13,ECM,NWSW,36.86855,101.70053,Texas,OK,Morrowan,Hovey South,6250,6277,Slab,,,3.5,,,,
3070,1,12,,35019237110000,CNG,Cottonwood Creek 32-F,1,32,4,S,1,W,C SW NE,34.16726,97.32367,Carter,OK,Arbuckle,Cottonwood Creek,8558,8560,Whole,4x4 Butt Box,Fair,4,,,,
3070,2,12,,35019237110000,CNG,Cottonwood Creek 32-F,1,32,4,S,1,W,C SW NE,34.16726,97.32367,Carter,OK,Arbuckle,Cottonwood Creek,8560,8563,Whole,4x4 Butt Box,Fair,4,,,,
3070,3,12,,35019237110000,CNG,Cottonwood Creek 32-F,1,32,4,S,1,W,C SW NE,34.16726,97.32367,Carter,OK,Arbuckle,Cottonwood Creek,8563,8566,Whole,4x4 Butt Box,Fair,4,,,,
3070,4,12,,35019237110000,CNG,Cottonwood Creek 32-F,1,32,4,S,1,W,C SW NE,34.16726,97.32367,Carter,OK,Arbuckle,Cottonwood Creek,8730,8732.7,Whole,4x4 Butt Box,Fair,4,,,,
3070,5,12,,35019237110000,CNG,Cottonwood Creek 32-F,1,32,4,S,1,W,C SW NE,34.16726,97.32367,Carter,OK,Arbuckle,Cottonwood Creek,8732.7,8735.1,Whole,4x4 Butt Box,Fair,4,,,,
3070,6,12,,35019237110000,CNG,Cottonwood Creek 32-F,1,32,4,S,1,W,C SW NE,34.16726,97.32367,Carter,OK,Arbuckle,Cottonwood Creek,8735.1,8737.4,Whole,4x4 Butt Box,Fair,4,,,,
3070,7,12,,35019237110000,CNG,Cottonwood Creek 32-F,1,32,4,S,1,W,C SW NE,34.16726,97.32367,Carter,OK,Arbuckle,Cottonwood Creek,8737.4,8739,Whole,4x4 Butt Box,Fair,4,,,,
3070,8,12,,35019237110000,CNG,Cottonwood Creek 32-F,1,32,4,S,1,W,C SW NE,34.16726,97.32367,Carter,OK,Arbuckle,Cottonwood Creek,8739,8742,Whole,4x4 Butt Box,Fair,4,,,,
3070,9,12,,35019237110000,CNG,Cottonwood Creek 32-F,1,32,4,S,1,W,C SW NE,34.16726,97.32367,Carter,OK,Cool Creek,Cottonwood Creek,11803,11806,Slab,4x4 Butt Box,Fair,4,,,,
3070,10,12,,35019237110000,CNG,Cottonwood Creek 32-F,1,32,4,S,1,W,C SW NE,34.16726,97.32367,Carter,OK,Cool Creek,Cottonwood Creek,11806,11813,Slab,4x4 Butt Box,Fair,4,,,,
3070,11,12,,35019237110000,CNG,Cottonwood Creek 32-F,1,32,4,S,1,W,C SW NE,34.16726,97.32367,Carter,OK,Cool Creek,Cottonwood Creek,11813,11820,Slab,4x4 Butt Box,Fair,4,,,,
3070,12,12,,35019237110000,CNG,Cottonwood Creek 32-F,1,32,4,S,1,W,C SW NE,34.16726,97.32367,Carter,OK,Cool Creek,Cottonwood Creek,11820,11827,Slab,4x4 Butt Box,Fair,4,,,,
3071,1,2,,35019237070000,CNG,Cottonwood Creek 32-E,1,32,4,S,1,W,NWE2,34.17049,97.31883,Carter,OK,Arbuckle,Cottonwood Creek,9658,9661,Whole,,,,,,,
3071,2,2,,35019237070000,CNG,Cottonwood Creek 32-E,1,32,4,S,1,W,NWE2,34.17049,97.31883,Carter,OK,Arbuckle,Cottonwood Creek,9661,9662,Whole,,,,,,,
3072,1,21,,35025350590000,Cities Service,Dungan A,1,21,2,N,8,ECM,C NE SW,36.62284,102.20451,Cimarron,OK,Morrowan,Sampsel Northeast,4450,4454,Butt,4x4 Butt Boxes,,3.5,,,,
3072,2,21,,35025350590000,Cities Service,Dungan A,1,21,2,N,8,ECM,C NE SW,36.62284,102.20451,Cimarron,OK,Morrowan,Sampsel Northeast,4454,4458,Butt,4x4 Butt Boxes,,3.5,,,,
3072,3,21,,35025350590000,Cities Service,Dungan A,1,21,2,N,8,ECM,C NE SW,36.62284,102.20451,Cimarron,OK,Morrowan,Sampsel Northeast,4458,4462,Butt,4x4 Butt Boxes,,3.5,,,,
3072,4,21,,35025350590000,Cities Service,Dungan A,1,21,2,N,8,ECM,C NE SW,36.62284,102.20451,Cimarron,OK,Morrowan,Sampsel Northeast,4462,4465,Butt,4x4 Butt Boxes,,3.5,,,,
3072,5,21,,35025350590000,Cities Service,Dungan A,1,21,2,N,8,ECM,C NE SW,36.62284,102.20451,Cimarron,OK,Morrowan,Sampsel Northeast,4465,4468,Butt,4x4 Butt Boxes,,3.5,,,,
3072,6,21,,35025350590000,Cities Service,Dungan A,1,21,2,N,8,ECM,C NE SW,36.62284,102.20451,Cimarron,OK,Morrowan,Sampsel Northeast,4468,4470,Butt,4x4 Butt Boxes,,3.5,,,,
3072,7,21,,35025350590000,Cities Service,Dungan A,1,21,2,N,8,ECM,C NE SW,36.62284,102.20451,Cimarron,OK,Morrowan,Sampsel Northeast,4470,4472,Butt,4x4 Butt Boxes,,3.5,,,,
3072,8,21,,35025350590000,Cities Service,Dungan A,1,21,2,N,8,ECM,C NE SW,36.62284,102.20451,Cimarron,OK,Morrowan,Sampsel Northeast,4473,4476,Butt,4x4 Butt Boxes,,3.5,,,,
3072,9,21,,35025350590000,Cities Service,Dungan A,1,21,2,N,8,ECM,C NE SW,36.62284,102.20451,Cimarron,OK,Morrowan,Sampsel Northeast,4476,4479,Butt,4x4 Butt Boxes,,3.5,,,,
3072,10,21,,35025350590000,Cities Service,Dungan A,1,21,2,N,8,ECM,C NE SW,36.62284,102.20451,Cimarron,OK,Morrowan,Sampsel Northeast,4480,4483,Butt,4x4 Butt Boxes,,3.5,,,,
3072,11,21,,35025350590000,Cities Service,Dungan A,1,21,2,N,8,ECM,C NE SW,36.62284,102.20451,Cimarron,OK,Morrowan,Sampsel Northeast,4483,4487,Butt,4x4 Butt Boxes,,3.5,,,,
3072,12,21,,35025350590000,Cities Service,Dungan A,1,21,2,N,8,ECM,C NE SW,36.62284,102.20451,Cimarron,OK,Morrowan,Sampsel Northeast,4487,4490,Butt,4x4 Butt Boxes,,3.5,,,,
3072,13,21,,35025350590000,Cities Service,Dungan A,1,21,2,N,8,ECM,C NE SW,36.62284,102.20451,Cimarron,OK,Morrowan,Sampsel Northeast,4490,4495,Butt,4x4 Butt Boxes,,3.5,,,,
3072,14,21,,35025350590000,Cities Service,Dungan A,1,21,2,N,8,ECM,C NE SW,36.62284,102.20451,Cimarron,OK,Morrowan,Sampsel Northeast,4495,4497,Butt,4x4 Butt Boxes,,3.5,,,,
3072,15,21,,35025350590000,Cities Service,Dungan A,1,21,2,N,8,ECM,C NE SW,36.62284,102.20451,Cimarron,OK,Morrowan,Sampsel Northeast,4497,4503,Butt,4x4 Butt Boxes,,3.5,,,,
3072,16,21,,35025350590000,Cities Service,Dungan A,1,21,2,N,8,ECM,C NE SW,36.62284,102.20451,Cimarron,OK,Morrowan,Sampsel Northeast,4503,4504,Butt,4x4 Butt Boxes,,3.5,,,,
3072,17,21,,35025350590000,Cities Service,Dungan A,1,21,2,N,8,ECM,C NE SW,36.62284,102.20451,Cimarron,OK,Morrowan,Sampsel Northeast,4508,4513,Butt,4x4 Butt Boxes,,3.5,,,,
3072,18,21,,35025350590000,Cities Service,Dungan A,1,21,2,N,8,ECM,C NE SW,36.62284,102.20451,Cimarron,OK,Morrowan,Sampsel Northeast,4513,4516,Butt,4x4 Butt Boxes,,3.5,,,,
3072,19,21,,35025350590000,Cities Service,Dungan A,1,21,2,N,8,ECM,C NE SW,36.62284,102.20451,Cimarron,OK,Morrowan,Sampsel Northeast,4516,4520,Butt,4x4 Butt Boxes,,3.5,,,,
3072,20,21,,35025350590000,Cities Service,Dungan A,1,21,2,N,8,ECM,C NE SW,36.62284,102.20451,Cimarron,OK,Morrowan,Sampsel Northeast,4523,4526,Butt,4x4 Butt Boxes,,3.5,,,,
3072,21,21,,35025350590000,Cities Service,Dungan A,1,21,2,N,8,ECM,C NE SW,36.62284,102.20451,Cimarron,OK,Morrowan,Sampsel Northeast,4529,4532,Butt,4x4 Butt Boxes,,3.5,,,,
3073,20,,,Unknown,Cities Service,Detrick,2-A,34,21,N,10,W,,,,Major,OK,,,6566,6625,Whole,,,3.5,,4x4s - 2rows/box - good cond,,
3074,1,,,35139358900000,Cities Service,Dudgeon,1-B,30,5,N,13,ECM,NWSW,36.86855,101.70053,Texas,OK,Morrowan,Hovey South,6251,6274,Whole,,,3.5,,,,
3075,8,,,35139208360000,Cities Service,Buzzard,2-D,23,4,N,12,ECM,N2SE,36.79644,101.73099,Texas,OK,Morrowan,Tracy Southeast,6030,6054,Slab,,,4,,,,
3075,7,,,35139208360000,Cities Service,Buzzard,2-D,23,4,N,12,ECM,N2SE,36.79644,101.73099,Texas,OK,Morrowan,Tracy Southeast,6062,6083,Slab,,,4,,,,
3075,2,,,35139208360000,Cities Service,Buzzard,2-D,23,4,N,12,ECM,N2SE,36.79644,101.73099,Texas,OK,Morrowan,Tracy Southeast,6086,6092,Slab,,,4,,,,
3075,2,,,35139208360000,Cities Service,Buzzard,2-D,23,4,N,12,ECM,N2SE,36.79644,101.73099,Texas,OK,Morrowan,Tracy Southeast,6095,6101,Slab,,,4,,,,
3076,5,,,35139357990000,Anadarko,Drosselmyer,1-B,20,6,N,13,ECM,SW,36.96648,101.67864,Texas,OK,Morrowan,Guymon-Hugoton,6412,6415,Slab,,,3.5,,,,
3076,1,,,35139357990000,Anadarko,Drosselmyer,1-B,20,6,N,13,ECM,SW,36.96648,101.67864,Texas,OK,Morrowan,Guymon-Hugoton,6439,6442,Slab,,,3.5,,,,
3076,1,,,35139357990000,Anadarko,Drosselmyer,1-B,20,6,N,13,ECM,SW,36.96648,101.67864,Texas,OK,Morrowan,Guymon-Hugoton,6445,6448,Slab,,,3.5,,,,
3077,1,,,Unknown,Cities Service,Bowling,1,32,1,N,3,W,NE NW,,,Garvin,OK,,,1469,1480,Whole,,Good,2.5,,,,
3078,,,,35047002530000,Magnolia,Kring Laura,1,12,21,N,3,W,SESW,36.30555,97.47195,Garfield,OK,,Green Valley Se,2312,2326,Chips ,,,3,, 2 BX. TOTL,,
3078,,,,35047002530000,Magnolia,Kring Laura,1,12,21,N,3,W,SESW,36.30555,97.47195,Garfield,OK,,Green Valley Se,4280,4285,Chips ,,,3,,,,
3078,,,,35047002530000,Magnolia,Kring Laura,1,12,21,N,3,W,SESW,36.30555,97.47195,Garfield,OK,,Green Valley Se,5493,5502,Chips ,,,3,,,,
3078,,,,35047002530000,Magnolia,Kring Laura,1,12,21,N,3,W,SESW,36.30555,97.47195,Garfield,OK,,Green Valley Se,5575,5576,Chips ,,,3,,,,
3079,1,9,,35119228900000,Alexander Energy,Overholt,1-1,1,19,N,2,E,SWSE,36.14641,97.04022,Payne,OK,Skinner,Stillwater,4078,4090,Slab,Slim Slab Box,Good,3.5,,New File # 2566A,,
3079,2,9,,35119228900000,Alexander Energy,Overholt,1-1,1,19,N,2,E,SWSE,36.14641,97.04022,Payne,OK,Skinner,Stillwater,4090,4102,Slab,Slim Slab Box,Good,3.5,,New File # 2566A,,
3079,3,9,,35119228900000,Alexander Energy,Overholt,1-1,1,19,N,2,E,SWSE,36.14641,97.04022,Payne,OK,Skinner,Stillwater,4114,,Slab,,,3.5,,New File # 2566A,,
3079,4,9,,35119228900000,Alexander Energy,Overholt,1-1,1,19,N,2,E,SWSE,36.14641,97.04022,Payne,OK,Skinner,Stillwater,,,Slab,,,3.5,,New File # 2566A,,
3079,5,9,,35119228900000,Alexander Energy,Overholt,1-1,1,19,N,2,E,SWSE,36.14641,97.04022,Payne,OK,Skinner,Stillwater,,,Slab,,,3.5,,New File # 2566A,,
3079,6,9,,35119228900000,Alexander Energy,Overholt,1-1,1,19,N,2,E,SWSE,36.14641,97.04022,Payne,OK,Skinner,Stillwater,,,Slab,,,3.5,,New File # 2566A,,
3079,7,9,,35119228900000,Alexander Energy,Overholt,1-1,1,19,N,2,E,SWSE,36.14641,97.04022,Payne,OK,Skinner,Stillwater,,,Slab,,,3.5,,New File # 2566A,,
3079,8,9,,35119228900000,Alexander Energy,Overholt,1-1,1,19,N,2,E,SWSE,36.14641,97.04022,Payne,OK,Skinner,Stillwater,,,Slab,,,3.5,,New File # 2566A,,
3079,9,9,,35119228900000,Alexander Energy,Overholt,1-1,1,19,N,2,E,SWSE,36.14641,97.04022,Payne,OK,Skinner,Stillwater,,4197,Slab,,,3.5,,New File # 2566A,,
3080,1,21,,35043224790000,Wessely,Presley,4-B,7,17,N,17,W,E2SE,35.96107,99.04513,Dewey,OK,Tonkawa,Putnam,7352,7355,Butt,4x4 Butt Box,Good,4,,,,
3080,2,21,,35043224790000,Wessely,Presley,4-B,7,17,N,17,W,E2SE,35.96107,99.04513,Dewey,OK,Tonkawa,Putnam,7355,7358,Butt,4x4 Butt Box,Good,4,,,,
3080,3,21,,35043224790000,Wessely,Presley,4-B,7,17,N,17,W,E2SE,35.96107,99.04513,Dewey,OK,Tonkawa,Putnam,7358,7361,Butt,4x4 Butt Box,Good,4,,,,
3080,4,21,,35043224790000,Wessely,Presley,4-B,7,17,N,17,W,E2SE,35.96107,99.04513,Dewey,OK,Tonkawa,Putnam,7361,7364,Butt,4x4 Butt Box,Good,4,,,,
3080,5,21,,35043224790000,Wessely,Presley,4-B,7,17,N,17,W,E2SE,35.96107,99.04513,Dewey,OK,Tonkawa,Putnam,7364,7367,Butt,4x4 Butt Box,Good,4,,,,
3080,6,21,,35043224790000,Wessely,Presley,4-B,7,17,N,17,W,E2SE,35.96107,99.04513,Dewey,OK,Tonkawa,Putnam,7367,7370,Butt,4x4 Butt Box,Good,4,,,,
3080,7,21,,35043224790000,Wessely,Presley,4-B,7,17,N,17,W,E2SE,35.96107,99.04513,Dewey,OK,Tonkawa,Putnam,7370,7373,Butt,4x4 Butt Box,Good,4,,,,
3080,8,21,,35043224790000,Wessely,Presley,4-B,7,17,N,17,W,E2SE,35.96107,99.04513,Dewey,OK,Tonkawa,Putnam,7373,7375.9,Butt,4x4 Butt Box,Good,4,,,,
3080,9,21,,35043224790000,Wessely,Presley,4-B,7,17,N,17,W,E2SE,35.96107,99.04513,Dewey,OK,Tonkawa,Putnam,7375.9,7378.7,Butt,4x4 Butt Box,Good,4,,,,
3080,10,21,,35043224790000,Wessely,Presley,4-B,7,17,N,17,W,E2SE,35.96107,99.04513,Dewey,OK,Tonkawa,Putnam,7378.7,7381.7,Butt,4x4 Butt Box,Good,4,,,,
3080,11,21,,35043224790000,Wessely,Presley,4-B,7,17,N,17,W,E2SE,35.96107,99.04513,Dewey,OK,Tonkawa,Putnam,7381.7,7384.9,Butt,4x4 Butt Box,Good,4,,,,
3080,12,21,,35043224790000,Wessely,Presley,4-B,7,17,N,17,W,E2SE,35.96107,99.04513,Dewey,OK,Tonkawa,Putnam,7384.9,7387.6,Butt,4x4 Butt Box,Good,4,,,,
3080,13,21,,35043224790000,Wessely,Presley,4-B,7,17,N,17,W,E2SE,35.96107,99.04513,Dewey,OK,Tonkawa,Putnam,7387.6,7390.7,Butt,4x4 Butt Box,Good,4,,,,
3080,14,21,,35043224790000,Wessely,Presley,4-B,7,17,N,17,W,E2SE,35.96107,99.04513,Dewey,OK,Tonkawa,Putnam,7390.7,7393.7,Butt,4x4 Butt Box,Good,4,,,,
3080,15,21,,35043224790000,Wessely,Presley,4-B,7,17,N,17,W,E2SE,35.96107,99.04513,Dewey,OK,Tonkawa,Putnam,7393.7,7396.4,Butt,4x4 Butt Box,Good,4,,,,
3080,16,21,,35043224790000,Wessely,Presley,4-B,7,17,N,17,W,E2SE,35.96107,99.04513,Dewey,OK,Tonkawa,Putnam,7396.4,7399,Butt,4x4 Butt Box,Good,4,,,,
3080,17,21,,35043224790000,Wessely,Presley,4-B,7,17,N,17,W,E2SE,35.96107,99.04513,Dewey,OK,Tonkawa,Putnam,7399,7401.9,Butt,4x4 Butt Box,Good,4,,,,
3080,18,21,,35043224790000,Wessely,Presley,4-B,7,17,N,17,W,E2SE,35.96107,99.04513,Dewey,OK,Tonkawa,Putnam,7401.9,7404.9,Butt,4x4 Butt Box,Good,4,,,,
3080,19,21,,35043224790000,Wessely,Presley,4-B,7,17,N,17,W,E2SE,35.96107,99.04513,Dewey,OK,Tonkawa,Putnam,7404.9,7407.6,Butt,4x4 Butt Box,Good,4,,,,
3080,20,21,,35043224790000,Wessely,Presley,4-B,7,17,N,17,W,E2SE,35.96107,99.04513,Dewey,OK,Tonkawa,Putnam,7407.6,7410.7,Butt,4x4 Butt Box,Good,4,,,,
3080,21,21,,35043224790000,Wessely,Presley,4-B,7,17,N,17,W,E2SE,35.96107,99.04513,Dewey,OK,Tonkawa,Putnam,7410.7,7412,Butt,4x4 Butt Box,Good,4,,,,
3081,,10,,35081231920000,Alexander Energy,Smith,18-1,18,13,N,2,E,W2 SW NW,35.6029275,-97.1402348,Lincoln,OK,Skinner,Captain Creek West,5065,5095,Whole,Butt Box,,4,,Verified on I H S on 8/3/2022,,
3082,,23,,35139208310000,Cities Service,McCullough A,1,18,5,N,15,ECM,C NE SW,36.9029762,-101.4732942,Texas,OK,Morrowan,Mouser,6152,6223,Whole,Butt Box,,3.5,,Verified on I H S on 8/3/2022,,
3083,,5,,35059351640000,Cities Service,McClung B,1,14,23,N,25,W,NW NW SE,36.730718,-99.8614548,Harper,OK,Chester,Laverne,6970,7078,Slab,Slim Slab Box,,3.5,,Verified on I H S on 8/3/2022,,
3084,,18,,35059351640000,Cities Service,McClung B,1,14,23,N,25,W,NW NW SE,36.730718,-99.8614548,Harper,OK,Chester,Laverne,6941,7091,Butt,Butt Box,,3.5,,Verified on I H S on 8/3/2022,,
3085,,,,Number not in use,,,,,,,,,,,,,,,,,,,,,,,,,
3086,1,16,,35153209560000,Alamo,A A Hamilton Jr,1,9,20,N,22,W,C E2 SW,36.2209735,-99.5535562,Woodward,OK,Morrow Sand,Keenan,10113.5,10116.5,Butt,Butt Box,Fair,3.5,,Verified on I H S on 8/3/2022,,
3086,2,16,,35153209560000,Alamo,A A Hamilton Jr,1,9,20,N,22,W,C E2 SW,36.2209735,-99.5535562,Woodward,OK,Morrow Sand,Keenan,10116.5,10119.5,Butt,Butt Box,Fair,3.5,,Verified on I H S on 8/3/2022,,
3086,3,16,,35153209560000,Alamo,A A Hamilton Jr,1,9,20,N,22,W,C E2 SW,36.2209735,-99.5535562,Woodward,OK,Morrow Sand,Keenan,10119.5,10122.3,Butt,Butt Box,Fair,3.5,,Verified on I H S on 8/3/2022,,
3086,4,16,,35153209560000,Alamo,A A Hamilton Jr,1,9,20,N,22,W,C E2 SW,36.2209735,-99.5535562,Woodward,OK,Morrow Sand,Keenan,10135.9,10138.2,Butt,Butt Box,Fair,3.5,,Verified on I H S on 8/3/2022,,
3086,5,16,,35153209560000,Alamo,A A Hamilton Jr,1,9,20,N,22,W,C E2 SW,36.2209735,-99.5535562,Woodward,OK,Morrow Sand,Keenan,10140.5,10144.2,Butt,Butt Box,Fair,3.5,,Verified on I H S on 8/3/2022,,
3086,6,16,,35153209560000,Alamo,A A Hamilton Jr,1,9,20,N,22,W,C E2 SW,36.2209735,-99.5535562,Woodward,OK,Morrow Sand,Keenan,10144.2,10146.6,Butt,Butt Box,Fair,3.5,,Verified on I H S on 8/3/2022,,
3086,7,16,,35153209560000,Alamo,A A Hamilton Jr,1,9,20,N,22,W,C E2 SW,36.2209735,-99.5535562,Woodward,OK,Morrow Sand,Keenan,10146.6,10149.3,Butt,Butt Box,Fair,3.5,,Verified on I H S on 8/3/2022,,
3086,8,16,,35153209560000,Alamo,A A Hamilton Jr,1,9,20,N,22,W,C E2 SW,36.2209735,-99.5535562,Woodward,OK,Morrow Sand,Keenan,10149.3,10151.9,Butt,Butt Box,Fair,3.5,,Verified on I H S on 8/3/2022,,
3086,9,16,,35153209560000,Alamo,A A Hamilton Jr,1,9,20,N,22,W,C E2 SW,36.2209735,-99.5535562,Woodward,OK,Morrow Sand,Keenan,10151.9,10155.5,Butt,Butt Box,Fair,3.5,,Verified on I H S on 8/3/2022,,
3086,10,16,,35153209560000,Alamo,A A Hamilton Jr,1,9,20,N,22,W,C E2 SW,36.2209735,-99.5535562,Woodward,OK,Morrow Sand,Keenan,10155.5,10158,Butt,Butt Box,Fair,3.5,,Verified on I H S on 8/3/2022,,
3086,11,16,,35153209560000,Alamo,A A Hamilton Jr,1,9,20,N,22,W,C E2 SW,36.2209735,-99.5535562,Woodward,OK,Morrow Sand,Keenan,10158,10162.5,Butt,Butt Box,Fair,3.5,,Verified on I H S on 8/3/2022,,
3086,12,16,,35153209560000,Alamo,A A Hamilton Jr,1,9,20,N,22,W,C E2 SW,36.2209735,-99.5535562,Woodward,OK,Morrow Sand,Keenan,10162.5,10165.5,Butt,Butt Box,Fair,3.5,,Verified on I H S on 8/3/2022,,
3086,13,16,,35153209560000,Alamo,A A Hamilton Jr,1,9,20,N,22,W,C E2 SW,36.2209735,-99.5535562,Woodward,OK,Morrow Sand,Keenan,10165.5,10168,Butt,Butt Box,Fair,3.5,,Verified on I H S on 8/3/2022,,
3086,14,16,,35153209560000,Alamo,A A Hamilton Jr,1,9,20,N,22,W,C E2 SW,36.2209735,-99.5535562,Woodward,OK,Morrow Sand,Keenan,10168,10171.9,Butt,Butt Box,Fair,3.5,,Verified on I H S on 8/3/2022,,
3086,15,16,,35153209560000,Alamo,A A Hamilton Jr,1,9,20,N,22,W,C E2 SW,36.2209735,-99.5535562,Woodward,OK,Morrow Sand,Keenan,10176,10178,Butt,Butt Box,Fair,3.5,,Verified on I H S on 8/3/2022,,
3086,16,16,,35153209560000,Alamo,A A Hamilton Jr,1,9,20,N,22,W,C E2 SW,36.2209735,-99.5535562,Woodward,OK,Morrow Sand,Keenan,10186,10189,Butt,Butt Box,Fair,3.5,,Verified on I H S on 8/3/2022,,
3087,,7,wrong info,35003352190000,Cities Service,Neal B,1,15,27,N,9,W,C SW SW,36.8132126,-98.1615272,Alfalfa,OK,,Vining North,7020,7040,Whole,Butt Box,,3.5,,,,
3087,,5,on this well,35003352190000,Cities Service,Neal B,1,15,27,N,9,W,C SW SW,36.8132126,-98.1615272,Alfalfa,OK,,Vining North,7046,7090,Whole,Butt Box,,3.5,,,,
3088,,2,,35139358850000,Cities Service,Dailey B,1,17,5,N,15,ECM,C SW NE,36.9011622,-101.4574777,Texas,OK,Chester,Guymon-Hugoton,6573,6581,Whole,Butt Box,,3.5,,Verified on I H S on 8/3/2022,,
3088,,5,,35139358850000,Cities Service,Dailey B,1,17,5,N,15,ECM,C SW NE,36.9011622,-101.4574777,Texas,OK,Chester,Guymon-Hugoton,6587,6606,Whole,Butt Box,,3.5,,Verified on I H S on 8/3/2022,,
3088,,1,,35139358850000,Cities Service,Dailey B,1,17,5,N,15,ECM,C SW NE,36.9011622,-101.4574777,Texas,OK,Chester,Guymon-Hugoton,6606,6610,Whole,Butt Box,,3.5,,Verified on I H S on 8/3/2022,,
